PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_deduct_final.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
8-1247	8	79790863	79791062	+	8.36	NA	intron (transcript:Zm00001d009753_T005, intron 5 of 5)	NA	2307	transcript:Zm00001d009753_T014								
1-3663	1	20744368	20744567	+	8.36	NA	NA	NA	3854	transcript:Zm00001d028024_T001								
2-3298	2	229699402	229699601	+	8.36	NA	exon (transcript:Zm00001d007361_T001, exon 4 of 7)	NA	787	transcript:Zm00001d007361_T001								
1-2672	1	52624183	52624382	+	8.36	NA	NA	NA	-20407	transcript:Zm00001d028950_T001								
8-1697	8	48154452	48154651	+	8.36	NA	NA	NA	29821	transcript:Zm00001d009261_T001								
4-2024	4	93660135	93660334	+	8.36	NA	NA	NA	42068	transcript:Zm00001d026860_T001								
5-2122	5	9462538	9462737	+	8.36	NA	TTS (transcript:Zm00001d001503_T001)	NA	1137	transcript:Zm00001d013357_T010								
1-3216	1	90525455	90525654	+	8.36	NA	promoter-TSS (transcript:Zm00001d029858_T001)	NA	-620	transcript:Zm00001d029858_T001								
3-2445	3	157315915	157316114	+	8.36	NA	promoter-TSS (transcript:Zm00001d042243_T001)	NA	-68	transcript:Zm00001d042243_T001								
4-3022	4	189975600	189975799	+	8.36	NA	NA	NA	7366	transcript:Zm00001d052435_T003								
3-2629	3	2362663	2362862	+	8.36	NA	intron (transcript:Zm00001d039350_T002, intron 1 of 5)	NA	158	transcript:Zm00001d039350_T002								
3-2617	3	233146136	233146335	+	8.36	NA	NA	NA	7338	transcript:Zm00001d044601_T007								
7-1834	7	95126296	95126495	+	8.36	NA	NA	NA	-125670	transcript:Zm00001d020136_T001								
4-3128	4	232672445	232672644	+	8.36	NA	intron (transcript:Zm00001d053515_T006, intron 10 of 16)	NA	5126	transcript:Zm00001d053515_T010								
2-2531	2	116144150	116144349	+	8.36	NA	NA	NA	9282	transcript:Zm00001d004517_T010								
2-2416	2	25322576	25322775	+	8.36	NA	promoter-TSS (transcript:Zm00001d002876_T002)	NA	-384	transcript:Zm00001d002876_T002								
2-2650	2	199408099	199408298	+	8.36	NA	intron (transcript:Zm00001d006130_T001, intron 4 of 4)	NA	4270	transcript:Zm00001d006130_T001								
9-2129	9	82434984	82435183	+	8.36	NA	NA	NA	127343	transcript:Zm00001d027128_T001								
2-2723	2	230777491	230777690	+	8.36	NA	exon (transcript:Zm00001d007397_T004, exon 3 of 7)	NA	4066	transcript:Zm00001d007397_T004								
8-2237	8	160712543	160712742	+	8.36	NA	NA	NA	-1903	transcript:Zm00001d011748_T001								
5-2292	5	131687066	131687265	+	8.36	NA	NA	NA	-24085	transcript:Zm00001d015925_T001								
8-2143	8	120858919	120859118	+	8.36	NA	NA	NA	-19495	transcript:Zm00001d010582_T001								
4-2130	4	182090292	182090491	+	8.36	NA	NA	NA	-27986	transcript:Zm00001d052182_T001								
3-1861	3	11580637	11580836	+	8.36	NA	exon (transcript:Zm00001d039675_T002, exon 5 of 13)	NA	2001	transcript:Zm00001d039675_T004								
7-1538	7	100911761	100911960	+	8.36	NA	5' UTR (transcript:Zm00001d020225_T002, exon 1 of 20)	NA	117	transcript:Zm00001d020225_T002								
1-3548	1	288359464	288359663	+	8.36	NA	NA	NA	-1543	transcript:Zm00001d034278_T002								
4-2299	4	21044589	21044788	+	8.36	NA	NA	NA	-7117	transcript:Zm00001d049213_T001								
9-2233	9	130982044	130982243	+	8.36	NA	promoter-TSS (transcript:Zm00001d047467_T001)	NA	-826	transcript:Zm00001d047467_T002								
6-1943	6	135794800	135794999	+	8.36	NA	NA	NA	-23599	transcript:Zm00001d037736_T001								
8-1807	8	118563506	118563705	+	8.36	NA	NA	NA	-8946	transcript:Zm00001d010509_T001								
7-1480	7	45513509	45513708	+	8.36	NA	NA	NA	-32475	transcript:Zm00001d019595_T001								
3-2588	3	220939550	220939749	+	8.36	NA	NA	NA	26425	transcript:Zm00001d044168_T001								
1-4214	1	279620020	279620219	+	8.36	NA	NA	NA	12452	transcript:Zm00001d033957_T006								
1-3872	1	123933280	123933479	+	8.36	NA	NA	NA	-1996	transcript:Zm00001d030345_T001								
8-1520	8	119942190	119942389	+	8.36	NA	NA	NA	50745	transcript:Zm00001d010543_T001								
3-1955	3	73224182	73224381	+	8.36	NA	intron (transcript:Zm00001d040864_T002, intron 3 of 7)	NA	8132	transcript:Zm00001d040864_T008								
6-1570	6	91321795	91321994	+	8.36	NA	NA	NA	-2188	transcript:Zm00001d036533_T001								
1-3818	1	90440695	90440894	+	8.36	NA	NA	NA	5072	transcript:Zm00001d029855_T001								
4-3008	4	183323074	183323273	+	8.36	NA	NA	NA	-6077	transcript:Zm00001d052209_T001								
1-2568	1	3445727	3445926	+	8.36	NA	intron (transcript:Zm00001d027349_T001, intron 1 of 2)	NA	524	transcript:Zm00001d027349_T001								
1-3220	1	92680249	92680448	+	8.36	NA	NA	NA	2365	transcript:Zm00001d029891_T001								
5-2809	5	174937764	174937963	+	8.36	NA	NA	NA	4580	transcript:Zm00001d016749_T001								
4-2691	4	13951414	13951613	+	8.36	NA	NA	NA	48941	transcript:Zm00001d049051_T001								
7-1605	7	142489193	142489392	+	8.36	NA	intron (transcript:Zm00001d021087_T003, intron 11 of 18)	NA	3977	transcript:Zm00001d021087_T003								
7-2181	7	92595955	92596154	+	8.36	NA	NA	NA	75178	transcript:Zm00001d020109_T001								
9-1878	9	124917587	124917786	+	8.36	NA	TTS (transcript:Zm00001d047271_T003)	NA	3338	transcript:Zm00001d047271_T001								
2-2887	2	51395587	51395786	+	8.36	NA	NA	NA	-13361	transcript:zma-mir2118g								
1-6172	1	247372435	247372632	+	8.20	NA	NA	NA	-58805	transcript:Zm00001d033021_T001								
5-4142	5	95116137	95116334	+	8.20	NA	NA	NA	-67655	transcript:Zm00001d015515_T001								
6-2642	6	25686005	25686202	+	8.20	NA	NA	NA	-5349	transcript:Zm00001d035441_T001								
1-5937	1	172612815	172613012	+	8.20	NA	NA	NA	-1381	transcript:Zm00001d030997_T001								
10-2177	10	40760487	40760684	+	8.20	NA	NA	NA	-8250	transcript:Zm00001d024060_T001								
8-3090	8	60335354	60335551	+	8.20	NA	NA	NA	30030	transcript:Zm00001d009369_T001								
10-2153	10	23732459	23732656	+	8.20	NA	intron (transcript:Zm00001d023830_T001, intron 2 of 3)	NA	865	transcript:Zm00001d023830_T001								
3-4368	3	117597019	117597216	+	8.20	NA	NA	NA	-15364	transcript:Zm00001d041410_T001								
3-4559	3	170135347	170135544	+	8.20	NA	exon (transcript:Zm00001d042508_T001, exon 1 of 1)	NA	823	transcript:Zm00001d042508_T001								
6-2963	6	166925130	166925327	+	8.20	NA	NA	NA	5137	transcript:Zm00001d038919_T001								
4-3779	4	106238650	106238847	+	8.20	NA	NA	NA	406451	transcript:Zm00001d050628_T001								
4-3979	4	211841699	211841896	+	8.20	NA	exon (transcript:Zm00001d053065_T002, exon 11 of 15)	NA	3249	transcript:Zm00001d053065_T002								
4-4837	4	242649617	242649814	+	8.20	NA	TTS (transcript:Zm00001d053873_T001)	NA	5829	transcript:Zm00001d053873_T001								
9-2909	9	10225119	10225316	+	8.20	NA	intron (transcript:Zm00001d045014_T012, intron 3 of 5)	NA	3335	transcript:Zm00001d045014_T006								
5-4467	5	202876904	202877101	+	8.20	NA	exon (transcript:Zm00001d017641_T010, exon 4 of 9)	NA	661	transcript:Zm00001d017641_T026								
1-5611	1	47211948	47212145	+	8.20	NA	TTS (transcript:Zm00001d028812_T015)	NA	3671	transcript:Zm00001d028812_T006								
1-4739	1	11951316	11951513	+	8.20	NA	promoter-TSS (transcript:Zm00001d027715_T002)	NA	-966	transcript:Zm00001d027715_T001								
3-4056	3	17544084	17544281	+	8.20	NA	intron (transcript:Zm00001d039881_T005, intron 4 of 5)	NA	-1929	transcript:Zm00001d039882_T001								
4-4806	4	237153408	237153605	+	8.20	NA	NA	NA	8823	transcript:Zm00001d027022_T001								
8-3161	8	89888767	89888964	+	8.20	NA	NA	NA	46719	transcript:Zm00001d009927_T009								
4-4713	4	216530851	216531048	+	8.20	NA	NA	NA	-75776	transcript:Zm00001d053153_T001								
4-4841	4	243357995	243358192	+	8.20	NA	intron (transcript:Zm00001d053901_T001, intron 1 of 11)	NA	562	transcript:Zm00001d053901_T001								
7-2696	7	12909098	12909295	+	8.20	NA	NA	NA	5571	transcript:Zm00001d019019_T001								
4-4582	4	185637403	185637600	+	8.20	NA	intron (transcript:Zm00001d052276_T005, intron 2 of 4)	NA	1145	transcript:Zm00001d052276_T005								
8-3290	8	132167607	132167804	+	8.20	NA	NA	NA	-50950	transcript:Zm00001d010884_T001								
1-5980	1	187934345	187934542	+	8.20	NA	NA	NA	19384	transcript:Zm00001d031384_T001								
7-3379	7	116082675	116082872	+	8.20	NA	NA	NA	84788	transcript:Zm00001d020460_T001								
4-4375	4	100779261	100779458	+	8.20	NA	NA	NA	119546	transcript:Zm00001d050559_T001								
1-6166	1	245961793	245961990	+	8.20	NA	NA	NA	-69681	transcript:Zm00001d032991_T001								
6-3195	6	77804646	77804843	+	8.20	NA	NA	NA	3075	transcript:Zm00001d036221_T001								
3-3509	3	25810638	25810835	+	8.20	NA	promoter-TSS (transcript:Zm00001d040071_T001)	NA	-384	transcript:Zm00001d040071_T001								
5-4379	5	176746509	176746706	+	8.20	NA	NA	NA	23076	transcript:Zm00001d016806_T001								
4-4626	4	196480412	196480609	+	8.20	NA	3' UTR (transcript:Zm00001d052666_T011, exon 15 of 15)	NA	3035	transcript:Zm00001d052666_T103								
9-3390	9	153171636	153171833	+	8.20	NA	NA	NA	-25139	transcript:Zm00001d048249_T001								
2-4904	2	210568691	210568888	+	8.20	NA	intron (transcript:Zm00001d006531_T001, intron 1 of 3)	NA	1048	transcript:Zm00001d006531_T001								
5-4410	5	187057472	187057669	+	8.20	NA	NA	NA	-2656	transcript:Zm00001d017147_T001								
2-4508	2	84992243	84992440	+	8.20	NA	NA	NA	-201833	transcript:Zm00001d004127_T001								
10-2600	10	57648738	57648935	+	8.20	NA	exon (transcript:Zm00001d024220_T001, exon 5 of 5)	NA	2428	transcript:Zm00001d024220_T001								
3-4629	3	186931461	186931658	+	8.20	NA	NA	NA	-8836	transcript:Zm00001d043026_T001								
3-4221	3	64642611	64642808	+	8.20	NA	promoter-TSS (transcript:Zm00001d040769_T001)	NA	50	transcript:Zm00001d040769_T001								
2-4850	2	198121746	198121943	+	8.20	NA	promoter-TSS (transcript:Zm00001d006097_T001)	NA	-62	transcript:Zm00001d006097_T001								
2-5050	2	242545487	242545684	+	8.20	NA	NA	NA	130745	transcript:Zm00001d007919_T001								
2-4265	2	10652666	10652863	+	8.20	NA	5' UTR (transcript:Zm00001d002346_T005, exon 1 of 2)	NA	475	transcript:Zm00001d002346_T003								
4-4122	4	5029773	5029970	+	8.20	NA	NA	NA	-2595	transcript:Zm00001d048758_T001								
3-3831	3	187827421	187827618	+	8.20	NA	TTS (transcript:Zm00001d043059_T001)	NA	3004	transcript:Zm00001d043060_T001								
7-3523	7	154733687	154733884	+	8.20	NA	NA	NA	3031	transcript:Zm00001d021514_T001								
2-4275	2	12420960	12421157	+	8.20	NA	exon (transcript:Zm00001d002428_T002, exon 2 of 3)	NA	487	transcript:Zm00001d002428_T001								
3-4678	3	197889074	197889271	+	8.20	NA	NA	NA	-13750	transcript:Zm00001d043370_T001								
4-3627	4	20807883	20808080	+	8.20	NA	intron (transcript:Zm00001d049211_T001, intron 7 of 8)	NA	-3188	transcript:Zm00001d049211_T003								
8-1966	8	20065384	20065583	+	7.94	NA	NA	NA	-39668	transcript:Zm00001d008787_T001								
2-3058	2	147920188	147920387	+	7.94	NA	NA	NA	-6443	transcript:Zm00001d004906_T001								
6-2253	6	113549926	113550125	+	7.94	NA	NA	NA	-1533	transcript:Zm00001d037133_T001								
4-2598	4	225026321	225026520	+	7.94	NA	TTS (transcript:Zm00001d053301_T002)	NA	1361	transcript:Zm00001d053301_T003								
4-2886	4	123184556	123184755	+	7.94	NA	NA	NA	-3072	transcript:Zm00001d050790_T001								
9-2225	9	127847255	127847454	+	7.94	NA	promoter-TSS (transcript:Zm00001d047366_T002)	NA	-451	transcript:Zm00001d047366_T002								
4-2862	4	104551369	104551568	+	7.94	NA	intron (transcript:Zm00001d050614_T001, intron 3 of 4)	NA	12378	transcript:Zm00001d050614_T002								
6-2137	6	54290041	54290240	+	7.94	NA	NA	NA	3235	transcript:Zm00001d001351_T001								
6-2268	6	119076619	119076818	+	7.94	NA	NA	NA	-16434	transcript:Zm00001d037274_T002								
7-1966	7	161904470	161904669	+	7.94	NA	NA	NA	-1092	transcript:Zm00001d021740_T001								
2-2604	2	176572394	176572593	+	7.94	NA	NA	NA	5062	transcript:Zm00001d005504_T001								
1-2365	1	172612835	172613034	+	7.94	NA	NA	NA	-1402	transcript:Zm00001d030997_T001								
2-3037	2	136805246	136805445	+	7.94	NA	NA	NA	53828	transcript:Zm00001d004758_T001								
6-2341	6	151477657	151477856	+	7.94	NA	TTS (transcript:Zm00001d038204_T002)	NA	-4437	transcript:Zm00001d001445_T001								
10-1608	10	5953517	5953716	+	7.94	NA	NA	NA	2799	transcript:Zm00001d023046_T001								
5-2271	5	120901571	120901770	+	7.94	NA	NA	NA	-92682	transcript:Zm00001d015796_T001								
2-2354	2	3452293	3452492	+	7.94	NA	NA	NA	-8042	transcript:Zm00001d001953_T005								
4-2600	4	225684936	225685135	+	7.94	NA	NA	NA	-27506	transcript:Zm00001d053314_T001								
2-3288	2	225210262	225210461	+	7.94	NA	TTS (transcript:Zm00001d007229_T002)	NA	392	transcript:Zm00001d007227_T002								
1-3718	1	41570263	41570462	+	7.94	NA	exon (transcript:Zm00001d028639_T001, exon 2 of 2)	NA	3241	transcript:Zm00001d028639_T001								
7-2048	7	13875810	13876009	+	7.94	NA	intron (transcript:Zm00001d019040_T005, intron 1 of 13)	NA	359	transcript:Zm00001d019040_T013								
4-2535	4	192074385	192074584	+	7.94	NA	intron (transcript:Zm00001d052523_T001, intron 1 of 1)	NA	2775	transcript:Zm00001d052523_T001								
5-2691	5	109296151	109296350	+	7.94	NA	TTS (transcript:Zm00001d015704_T001)	NA	3821	transcript:Zm00001d015704_T002								
4-2930	4	149970001	149970200	+	7.94	NA	NA	NA	36523	transcript:Zm00001d026907_T001								
8-1849	8	140009741	140009940	+	7.94	NA	TTS (transcript:Zm00001d011133_T001)	NA	909	transcript:Zm00001d011132_T001								
9-1661	9	157897528	157897727	+	7.94	NA	NA	NA	16341	transcript:Zm00001d048529_T003								
1-3064	1	11966295	11966494	+	7.94	NA	intron (transcript:Zm00001d027715_T002, intron 9 of 18)	NA	13936	transcript:Zm00001d027715_T005								
1-3497	1	262090019	262090218	+	7.94	NA	intron (transcript:Zm00001d033405_T002, intron 1 of 6)	NA	953	transcript:Zm00001d033405_T003								
4-2391	4	86984711	86984910	+	7.94	NA	intron (transcript:Zm00001d050417_T001, intron 4 of 4)	NA	1606	transcript:Zm00001d050417_T001								
4-2840	4	91680977	91681176	+	7.94	NA	NA	NA	152609	transcript:Zm00001d050479_T001								
8-2242	8	162948863	162949062	+	7.94	NA	exon (transcript:Zm00001d011855_T002, exon 2 of 17)	NA	930	transcript:Zm00001d011855_T007								
4-2847	4	95864396	95864595	+	7.94	NA	NA	NA	67039	transcript:Zm00001d026862_T001								
6-2208	6	94507337	94507536	+	7.94	NA	NA	NA	-11260	transcript:Zm00001d036613_T001								
4-3005	4	182173964	182174163	+	7.94	NA	NA	NA	-111658	transcript:Zm00001d052182_T001								
2-2603	2	176443108	176443307	+	7.94	NA	NA	NA	109235	transcript:Zm00001d005501_T005								
5-2479	5	5740052	5740251	+	7.94	NA	NA	NA	4674	transcript:Zm00001d013167_T001								
5-2733	5	130146696	130146895	+	7.94	NA	NA	NA	-60135	transcript:Zm00001d015906_T001								
8-2113	8	110000158	110000357	+	7.94	NA	NA	NA	-43928	transcript:Zm00001d010331_T001								
1-3735	1	47401582	47401781	+	7.94	NA	intron (transcript:Zm00001d028813_T003, intron 6 of 11)	NA	3096	transcript:Zm00001d028813_T002								
10-1593	10	76908	77107	+	7.94	NA	NA	NA	-54315	transcript:Zm00001d023208_T002								
1-4241	1	288941167	288941366	+	7.94	NA	NA	NA	9286	transcript:Zm00001d034307_T001								
6-2187	6	87017489	87017688	+	7.94	NA	NA	NA	-33393	transcript:Zm00001d036406_T001								
4-2880	4	120525123	120525322	+	7.94	NA	NA	NA	-3935	transcript:Zm00001d050745_T001								
3-2526	3	190036184	190036383	+	7.94	NA	promoter-TSS (transcript:Zm00001d043142_T001)	NA	54	transcript:Zm00001d043142_T001								
8-2214	8	150205061	150205260	+	7.94	NA	TTS (transcript:Zm00001d011426_T001)	NA	1912	transcript:Zm00001d011425_T001								
10-1426	10	45254896	45255095	+	7.94	NA	NA	NA	-126415	transcript:Zm00001d024103_T001								
7-2053	7	15938490	15938689	+	7.94	NA	NA	NA	-2133	transcript:Zm00001d019093_T001								
2-3011	2	123088701	123088900	+	7.94	NA	NA	NA	-409614	transcript:Zm00001d004626_T001								
9-1691	9	9506198	9506397	+	7.94	NA	NA	NA	3815	transcript:Zm00001d044994_T002								
2-2807	2	16613592	16613791	+	7.94	NA	NA	NA	-29713	transcript:Zm00001d002607_T001								
8-1938	8	5115123	5115322	+	7.94	NA	NA	NA	-1024	transcript:Zm00001d008321_T001								
2-2953	2	89204884	89205083	+	7.94	NA	NA	NA	36103	transcript:Zm00001d004172_T016								
5-2874	5	204706485	204706684	+	7.94	NA	NA	NA	-4114	transcript:Zm00001d017706_T002								
1-3648	1	16707343	16707542	+	7.94	NA	TTS (transcript:Zm00001d027883_T001)	NA	1054	transcript:Zm00001d027883_T001								
3-2379	3	121468440	121468639	+	7.94	NA	intron (transcript:Zm00001d041458_T001, intron 4 of 4)	NA	1495	transcript:Zm00001d041458_T001								
10-1745	10	81916416	81916615	+	7.94	NA	NA	NA	-3563	transcript:Zm00001d024644_T001								
2-3076	2	156307938	156308137	+	7.94	NA	TTS (transcript:Zm00001d005053_T001)	NA	2193	transcript:Zm00001d005053_T002								
1-2495	1	261177203	261177402	+	7.94	NA	NA	NA	-2050	transcript:Zm00001d033384_T001								
1-3445	1	235966084	235966283	+	7.94	NA	NA	NA	-25758	transcript:Zm00001d032718_T001								
4-2246	4	242649608	242649807	+	7.94	NA	TTS (transcript:Zm00001d053873_T001)	NA	5821	transcript:Zm00001d053873_T001								
10-1780	10	97761049	97761248	+	7.94	NA	TTS (transcript:Zm00001d024979_T001)	NA	8401	transcript:Zm00001d024978_T001								
10-1840	10	126196367	126196566	+	7.94	NA	intron (transcript:Zm00001d025685_T001, intron 1 of 6)	NA	166	transcript:Zm00001d025685_T001								
3-2833	3	101174491	101174690	+	7.94	NA	NA	NA	89576	transcript:Zm00001d041164_T001								
4-2751	4	38137122	38137321	+	7.94	NA	exon (transcript:Zm00001d049629_T001, exon 4 of 7)	NA	3573	transcript:Zm00001d049629_T001								
1-2274	1	83554564	83554763	+	7.94	NA	NA	NA	-7289	transcript:Zm00001d029711_T001								
1-3091	1	21881925	21882124	+	7.94	NA	NA	NA	-1797	transcript:Zm00001d028064_T001								
3-2209	3	1944847	1945046	+	7.94	NA	NA	NA	-1050	transcript:Zm00001d039325_T001								
8-1672	8	26802370	26802569	+	7.94	NA	NA	NA	66958	transcript:Zm00001d008950_T001								
10-1783	10	99573116	99573315	+	7.94	NA	NA	NA	-28283	transcript:Zm00001d025010_T010								
2-2883	2	50231266	50231465	+	7.94	NA	NA	NA	77468	transcript:Zm00001d003614_T001								
7-1766	7	44945218	44945417	+	7.94	NA	NA	NA	-27780	transcript:Zm00001d019588_T001								
1-4059	1	222797771	222797970	+	7.94	NA	TTS (transcript:Zm00001d032333_T001)	NA	1000	transcript:Zm00001d032332_T001								
7-2209	7	107740076	107740275	+	7.94	NA	NA	NA	70440	transcript:Zm00001d020342_T001								
7-2077	7	32786713	32786912	+	7.94	NA	NA	NA	37697	transcript:Zm00001d001119_T001								
5-2699	5	111557804	111558003	+	7.94	NA	NA	NA	160259	transcript:Zm00001d015717_T002								
2-2462	2	52512262	52512461	+	7.94	NA	intron (transcript:Zm00001d003655_T005, intron 27 of 32)	NA	13777	transcript:Zm00001d003656_T001								
4-3074	4	211841684	211841883	+	7.94	NA	intron (transcript:Zm00001d053065_T002, intron 10 of 14)	NA	3235	transcript:Zm00001d053065_T002								
2-2789	2	11785229	11785428	+	7.94	NA	NA	NA	24250	transcript:Zm00001d002391_T008								
4-2456	4	155392535	155392734	+	7.94	NA	NA	NA	-57950	transcript:Zm00001d051349_T001								
9-2124	9	79829985	79830184	+	7.94	NA	NA	NA	-1730	transcript:Zm00001d046312_T001								
4-2028	4	97211766	97211965	+	7.94	NA	NA	NA	79748	transcript:Zm00001d026865_T001								
2-2924	2	72963039	72963238	+	7.94	NA	promoter-TSS (transcript:Zm00001d003972_T001)	NA	-320	transcript:Zm00001d003972_T001								
3-2202	3	881732	881931	+	7.94	NA	TTS (transcript:Zm00001d039270_T001)	NA	2094	transcript:Zm00001d039270_T001								
5-2227	5	83981693	83981892	+	7.94	NA	NA	NA	-11099	transcript:Zm00001d015308_T001								
6-2306	6	137207646	137207845	+	7.94	NA	NA	NA	-23304	transcript:Zm00001d037774_T001								
6-1677	6	152701539	152701738	+	7.94	NA	promoter-TSS (transcript:Zm00001d038266_T011)	NA	-405	transcript:Zm00001d038266_T012								
6-2189	6	88963724	88963923	+	7.94	NA	3' UTR (transcript:Zm00001d036449_T001, exon 6 of 6)	NA	2850	transcript:Zm00001d036450_T001								
5-2721	5	123106048	123106247	+	7.94	NA	NA	NA	137216	transcript:Zm00001d015814_T001								
5-2585	5	46505427	46505626	+	7.94	NA	TTS (transcript:Zm00001d014428_T001)	NA	3251	transcript:Zm00001d014428_T001								
5-2601	5	56552459	56552658	+	7.94	NA	exon (transcript:Zm00001d014628_T001, exon 1 of 3)	NA	465	transcript:Zm00001d014628_T001								
1-3629	1	8374420	8374619	+	7.94	NA	TTS (transcript:Zm00001d027581_T001)	NA	1835	transcript:Zm00001d027582_T001								
3-2924	3	147513090	147513289	+	7.94	NA	NA	NA	-3935	transcript:Zm00001d042016_T001								
4-2407	4	106943151	106943350	+	7.94	NA	NA	NA	-223488	transcript:Zm00001d050633_T005								
2-2954	2	89270048	89270247	+	7.94	NA	NA	NA	30824	transcript:Zm00001d004176_T001								
7-1879	7	126754476	126754675	+	7.94	NA	NA	NA	-111399	transcript:Zm00001d020655_T001								
8-2088	8	96805940	96806139	+	7.94	NA	NA	NA	-3542	transcript:Zm00001d010046_T001								
8-2288	8	177159865	177160064	+	7.94	NA	exon (transcript:Zm00001d012609_T004, exon 1 of 6)	NA	-749	transcript:Zm00001d012609_T007								
8-1692	8	40247652	40247851	+	7.94	NA	NA	NA	23928	transcript:Zm00001d009161_T003								
8-1650	8	14167001	14167200	+	7.94	NA	TTS (transcript:Zm00001d008602_T002)	NA	2981	transcript:Zm00001d008602_T003								
1-4249	1	291740772	291740971	+	7.94	NA	NA	NA	29613	transcript:Zm00001d034390_T001								
9-1986	9	12264778	12264977	+	7.94	NA	NA	NA	-6217	transcript:Zm00001d045092_T001								
1-3255	1	119538255	119538454	+	7.94	NA	NA	NA	-44519	transcript:Zm00001d030285_T003								
7-2115	7	54147824	54148023	+	7.94	NA	NA	NA	-54730	transcript:Zm00001d019727_T004								
6-2231	6	105939990	105940189	+	7.94	NA	intron (transcript:Zm00001d036900_T001, intron 5 of 5)	NA	2082	transcript:Zm00001d036900_T001								
9-1638	9	148617944	148618143	+	7.94	NA	NA	NA	-2073	transcript:Zm00001d048041_T004								
5-2351	5	161891997	161892196	+	7.94	NA	NA	NA	-74427	transcript:Zm00001d016424_T001								
6-2178	6	83064561	83064760	+	7.94	NA	NA	NA	29490	transcript:Zm00001d036300_T001								
1-3793	1	76886961	76887160	+	7.94	NA	NA	NA	17963	transcript:Zm00001d029572_T001								
8-1788	8	105269816	105270015	+	7.94	NA	NA	NA	-29846	transcript:Zm00001d010234_T001								
9-2299	9	153120761	153120960	+	7.94	NA	exon (transcript:Zm00001d048244_T001, exon 4 of 6)	NA	1507	transcript:Zm00001d048244_T001								
1-3057	1	9270498	9270697	+	7.94	NA	NA	NA	-12543	transcript:Zm00001d027623_T001								
3-2372	3	113769968	113770167	+	7.94	NA	NA	NA	-41820	transcript:Zm00001d041345_T001								
3-2254	3	26371314	26371513	+	7.94	NA	NA	NA	-27916	transcript:Zm00001d040082_T003								
1-3930	1	163498185	163498384	+	7.94	NA	NA	NA	-27818	transcript:Zm00001d030855_T001								
6-2332	6	148868543	148868742	+	7.94	NA	NA	NA	9444	transcript:Zm00001d038130_T015								
4-2278	4	10716459	10716658	+	7.94	NA	exon (transcript:Zm00001d048958_T005, exon 2 of 8)	NA	1370	transcript:Zm00001d048958_T007								
10-1827	10	119767216	119767415	+	7.94	NA	NA	NA	23658	transcript:Zm00001d025463_T001								
4-3097	4	222852128	222852327	+	7.94	NA	NA	NA	-8467	transcript:Zm00001d053259_T002								
3-2779	3	63504099	63504298	+	7.94	NA	NA	NA	74805	transcript:Zm00001d040751_T001								
7-2369	7	167504102	167504301	+	7.94	NA	NA	NA	-5725	transcript:Zm00001d021979_T002								
5-2565	5	38631443	38631642	+	7.94	NA	exon (transcript:Zm00001d014271_T001, exon 2 of 6)	NA	857	transcript:Zm00001d014271_T001								
1-4055	1	220545393	220545592	+	7.94	NA	NA	NA	40185	transcript:Zm00001d032291_T001								
3-2781	3	64642604	64642803	+	7.94	NA	promoter-TSS (transcript:Zm00001d040769_T001)	NA	56	transcript:Zm00001d040769_T001								
9-2090	9	60297031	60297230	+	7.94	NA	NA	NA	-29714	transcript:Zm00001d046053_T001								
4-2059	4	126161692	126161891	+	7.94	NA	NA	NA	1997	transcript:Zm00001d050840_T001								
4-2858	4	101943321	101943520	+	7.94	NA	NA	NA	-114916	transcript:Zm00001d050577_T001								
1-3347	1	187279204	187279403	+	7.94	NA	NA	NA	74739	transcript:Zm00001d031361_T001								
5-2589	5	50438681	50438880	+	7.94	NA	promoter-TSS (transcript:Zm00001d014499_T003)	NA	-179	transcript:Zm00001d014499_T001								
1-3532	1	282135875	282136074	+	7.94	NA	TTS (transcript:Zm00001d034045_T001)	NA	2558	transcript:Zm00001d034045_T001								
4-3004	4	182117853	182118052	+	7.94	NA	NA	NA	-55547	transcript:Zm00001d052182_T001								
5-2579	5	43980748	43980947	+	7.94	NA	NA	NA	-53145	transcript:Zm00001d014385_T001								
8-2297	8	178445471	178445670	+	7.94	NA	TTS (transcript:Zm00001d012677_T001)	NA	992	transcript:Zm00001d012676_T001								
6-2096	6	27826087	27826286	+	7.94	NA	NA	NA	-146876	transcript:Zm00001d001326_T001								
10-1629	10	18608289	18608488	+	7.94	NA	NA	NA	9766	transcript:Zm00001d023749_T008								
2-3199	2	198094313	198094512	+	7.94	NA	NA	NA	3995	transcript:Zm00001d006096_T001								
2-2610	2	180706669	180706868	+	7.94	NA	NA	NA	-24184	transcript:Zm00001d005614_T001								
4-2419	4	117320162	117320361	+	7.94	NA	NA	NA	-105232	transcript:Zm00001d050708_T001								
4-1959	4	38059046	38059245	+	7.94	NA	NA	NA	-6014	transcript:Zm00001d049627_T001								
1-4195	1	272922451	272922650	+	7.94	NA	promoter-TSS (transcript:Zm00001d033754_T001)	NA	-966	transcript:Zm00001d033754_T001								
